"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL"
"2","anaerobic","9","613","6.418"
"2","anaesthetic","11","179","5.187"
"2","analogies","9","826","6.717"
"2","anarchical","10","10","2.303"
"2","ancestor","8","1,996","7.599"
"2","ancestry","8","1,972","7.587"
"2","anchoring","9","162","5.088"
"2","anciently","9","14","2.639"
"2","Andover","7","615","6.422"
"2","Andre","5","5,275","8.571"
"2","Andrew","6","39,188","10.576"
"2","anesthetic","10","459","6.129"
"2","anesthetics","11","168","5.124"
"2","anew","4","657","6.488"
"2","angel's","7","246","5.505"
"2","Angelica","8","281","5.638"
"2","Angelo's","8","14","2.639"
"2","anger","5","8,608","9.060"
"2","angered","7","672","6.510"
"2","angle","5","10,577","9.266"
"2","Anglicans","9","113","4.727"
"2","Anglicize","9","10","2.303"
"2","angling","7","309","5.733"
"2","Anglophile","10","92","4.522"
"2","angry","5","13,441","9.506"
"2","animal","6","24,745","10.116"
"2","animalism","9","185","5.220"
"2","animated","8","4,987","8.515"
"2","ankles","6","2,759","7.923"
"2","annexation","10","429","6.061"
"2","Annie","5","2,427","7.794"
"2","anniversary","11","6,164","8.726"
"2","announcement","12","12,319","9.419"
"2","announcer","9","1,146","7.044"
"2","annoy","5","3,874","8.262"
"2","annulment","9","102","4.625"
"2","anomalous","9","689","6.535"
"2","anonymous","9","60,353","11.008"
"2","anorexia","8","351","5.861"
"2","another's","9","1,466","7.290"
"2","answered","8","17,937","9.795"
"2","answering","9","9,440","9.153"
"2","answers","7","39,376","10.581"
"2","antagonism","10","314","5.749"
"2","antagonistic","12","445","6.098"
"2","antagonists","11","350","5.858"
"2","antagonize","10","190","5.247"
"2","Antarctic","9","1,537","7.338"
"2","antecede","8","2","0.693"
"2","antedate","8","6","1.792"
"2","anthrax","7","469","6.151"
"2","anthropocentric","15","41","3.714"
"2","anthropomorphic","15","309","5.733"
"2","antibodies","10","1,330","7.193"
"2","anticipated","11","3,851","8.256"
"2","anticipation","12","2,742","7.916"
"2","anticipations","13","22","3.091"
"2","antifreeze","10","244","5.497"
"2","antiques","8","1,089","6.993"
"2","antitrust","9","579","6.361"
"2","Antonio","7","7,646","8.942"
"2","antonym","7","73","4.290"
"2","ants","4","4,321","8.371"
"2","anxieties","9","319","5.765"
"2","anxiety","7","2,664","7.888"
"2","anybody's","9","1,024","6.931"
"2","anymore","7","26,212","10.174"
"2","aorta","5","3,177","8.064"
"2","Apache","6","1,360","7.215"
"2","Apaches","7","97","4.575"
"2","apart","5","22,038","10.001"
"2","apartheid","9","631","6.447"
"2","apathy","6","1,017","6.925"
"2","aphorism","8","108","4.682"
"2","apiece","6","1,034","6.941"
"2","apocalyptic","11","494","6.203"
"2","Apollo's","8","199","5.293"
"2","Apollonian","10","8","2.079"
"2","apologized","10","1,343","7.203"
"2","apothecary","10","35","3.555"
"2","Appalachian","11","899","6.801"
"2","appalling","9","1,032","6.939"
"2","appallingly","11","102","4.625"
"2","appareled","9","0","0.000"
"2","appears","7","41,932","10.644"
"2","appeased","8","79","4.369"
"2","appeasement","11","206","5.328"
"2","append","6","2,586","7.858"
"2","appended","8","1,915","7.557"
"2","appendixes","10","48","3.871"
"2","applauded","9","477","6.168"
"2","applauding","10","168","5.124"
"2","apple","5","65,844","11.095"
"2","apples","6","3,982","8.290"
"2","appliances","10","1,171","7.066"
"2","application","11","87,255","11.377"
"2","applied","7","23,252","10.054"
"2","apply","5","45,131","10.717"
"2","applying","8","8,147","9.005"
"2","appointed","9","4,848","8.486"
"2","apportioned","11","125","4.828"
"2","appraisal","9","772","6.649"
"2","appraised","9","281","5.638"
"2","appraisingly","12","20","2.996"
"2","appreciatively","14","86","4.454"
"2","apprehensively","14","26","3.258"
"2","apprenticed","11","78","4.357"
"2","approbate","9","0","0.000"
"2","appropriating","13","130","4.868"
"2","approving","9","507","6.229"
"2","approximate","11","3,680","8.211"
"2","approximation","13","2,162","7.679"
"2","apricot","7","286","5.656"
"2","April","5","36,958","10.518"
"2","aquarium","8","2,949","7.989"
"2","Arabian","7","8,409","9.037"
"2","arbitrated","10","40","3.689"
"2","arbitration","11","1,620","7.390"
"2","arboretum","9","544","6.299"
"2","arc","3","7,835","8.966"
"2","Arcadia","7","798","6.682"
"2","archaeologists","14","481","6.176"
"2","archangel","9","623","6.435"
"2","archdeacon","10","26","3.258"
"2","arched","6","1,088","6.992"
"2","arching","7","269","5.595"
"2","architectonic","13","6","1.792"
"2","architects","10","1,790","7.490"
"2","archtype","8","27","3.296"
"2","arguable","8","504","6.223"
"2","Arianists","9","4","1.386"
"2","arid","4","332","5.805"
"2","arisen","6","880","6.780"
"2","arises","6","2,908","7.975"
"2","arising","7","1,846","7.521"
"2","aristocracy","11","393","5.974"
"2","aristocrat","10","122","4.804"
"2","Aristotelian","12","87","4.466"
"2","Aristotle","9","944","6.850"
"2","Aristotle's","11","148","4.997"
"2","Arkansas","8","5,485","8.610"
"2","Arlene","6","690","6.537"
"2","arm","3","20,427","9.925"
"2","armada's","8","4","1.386"
"2","armchairs","9","39","3.664"
"2","armed","5","12,786","9.456"
"2","armful","6","22","3.091"
"2","armhole","7","27","3.296"
"2","armoire","7","47","3.850"
"2","armory","6","1,170","7.065"
"2","armpit","6","526","6.265"
"2","arms","4","32,708","10.395"
"2","army","4","34,024","10.435"
"2","aromas","6","60","4.094"
"2","arose","5","1,896","7.548"
"2","around","6","268,131","12.499"
"2","arousing","8","432","6.068"
"2","arraigned","9","181","5.198"
"2","arranged","8","7,249","8.889"
"2","arrant","6","47","3.850"
"2","arresting","9","596","6.390"
"2","arrival","7","6,175","8.728"
"2","arrow","5","7,324","8.899"
"2","artery","6","448","6.105"
"2","artfully","8","154","5.037"
"2","Arthur's","8","399","5.989"
"2","articulate","10","1,695","7.435"
"2","articulated","11","665","6.500"
"2","articulation","12","421","6.043"
"2","artifact","8","43,646","10.684"
"2","artifacts","9","8,408","9.037"
"2","artillerist","11","1","0.000"
"2","artless","7","27","3.296"
"2","arts","4","22,653","10.028"
"2","Aryan","5","2,179","7.687"
"2","ascend","6","1,128","7.028"
"2","ascended","8","470","6.153"
"2","ascent","6","943","6.849"
"2","ascribed","8","427","6.057"
"2","ash","3","3,594","8.187"
"2","ashamed","7","3,799","8.242"
"2","ashore","6","395","5.979"
"2","Asimov's","8","625","6.438"
"2","aspect","6","15,514","9.649"
"2","aspire","6","676","6.516"
"2","aspires","7","131","4.875"
"2","assault","7","10,485","9.258"
"2","assaulting","10","293","5.680"
"2","assemble","8","2,537","7.839"
"2","assertions","10","3,006","8.008"
"2","assertive","9","592","6.384"
"2","assessing","9","1,147","7.045"
"2","assessor's","10","7","1.946"
"2","assessors","9","56","4.025"
"2","assets","6","7,290","8.894"
"2","asshole","7","8,181","9.010"
"2","assiduous","9","25","3.219"
"2","assigned","8","10,862","9.293"
"2","assist","6","13,081","9.479"
"2","associations","12","3,666","8.207"
"2","assurance","9","4,302","8.367"
"2","assurances","10","619","6.428"
"2","assure","6","6,724","8.813"
"2","assuredly","9","659","6.491"
"2","Assyrian","8","385","5.953"
"2","Asteria","7","8","2.079"
"2","astonishing","11","1,356","7.212"
"2","astral","6","1,843","7.519"
"2","astronomer","10","943","6.849"
"2","asymmetrically","14","21","3.045"
"2","ate","3","7,076","8.864"
"2","Atlanta","7","21,442","9.973"
"2","atmosphere","10","10,109","9.221"
"2","atop","4","1,135","7.034"
"2","atrocious","9","637","6.457"
"2","atrociously","11","71","4.263"
"2","attachments","11","2,698","7.900"
"2","attackers","9","1,283","7.157"
"2","attainable","10","387","5.958"
"2","attained","8","1,504","7.316"
"2","attainment","10","426","6.054"
"2","attains","7","303","5.714"
"2","attention","9","45,081","10.716"
"2","attentive","9","549","6.308"
"2","attest","6","1,226","7.112"
"2","attesting","9","168","5.124"
"2","attitude","8","20,636","9.935"
"2","attracts","8","1,193","7.084"
"2","auburn","6","2,293","7.738"
"2","auction","7","70,714","11.166"
"2","auctioneer","10","518","6.250"
"2","auctioneer's","12","12","2.485"
"2","audibly","7","177","5.176"
"2","audition","8","778","6.657"
"2","Audubon","7","322","5.775"
"2","augmented","9","629","6.444"
"2","Augusta's","9","3","1.099"
"2","Augustine","9","860","6.757"
"2","Augustine's","11","88","4.477"
"2","aunt","4","2,845","7.953"
"2","aureola","7","14","2.639"
"2","aureole","7","42","3.738"
"2","auspices","8","727","6.589"
"2","Austin","6","19,579","9.882"
"2","Australian","10","13,068","9.478"
"2","authenticate","12","483","6.180"
"2","authenticated","13","480","6.174"
"2","authentication","14","3,059","8.026"
"2","authenticity","12","1,523","7.328"
"2","authoritative","13","2,028","7.615"
"2","authorization","13","3,124","8.047"
"2","authorizes","10","327","5.790"
"2","authorship","10","865","6.763"
"2","autistic","8","836","6.729"
"2","autobiographic","14","11","2.398"
"2","autocrat","8","547","6.304"
"2","autocrats","9","92","4.522"
"2","autoloader","10","202","5.308"
"2","automate","8","1,642","7.404"
"2","automatic","9","16,853","9.732"
"2","autonomic","9","162","5.088"
"2","autonomy","8","1,863","7.530"
"2","autopsy","7","1,357","7.213"
"2","avail","5","14,304","9.568"
"2","availability","12","14,245","9.564"
"2","avarice","7","388","5.961"
"2","avenue","6","20,151","9.911"
"2","average","7","61,913","11.033"
"2","averaged","8","1,166","7.061"
"2","averted","7","367","5.905"
"2","aviator","7","561","6.330"
"2","avocados","8","137","4.920"
"2","avoid","5","45,327","10.722"
"2","avoidable","9","224","5.412"
"2","avoided","7","5,306","8.577"
"2","awaiting","8","3,446","8.145"
"2","award","5","15,755","9.665"
"2","awareness","9","7,758","8.956"
"2","awash","5","265","5.580"
"2","away","4","150,815","11.924"
"2","awed","4","264","5.576"
"2","awfulness","9","35","3.555"
"2","axe","3","3,070","8.029"
"2","axes","4","1,689","7.432"
"2","axial","5","285","5.652"
"2","axiomatic","9","336","5.817"
"2","azaleas","7","84","4.431"
"2","babble","6","1,026","6.933"
"2","baby's","6","1,595","7.375"
"2","Babylonian","10","702","6.554"
"2","Babylonians","11","264","5.576"
"2","Bach","4","3,284","8.097"
"2","bachelor","8","2,202","7.697"
"2","backbends","9","4","1.386"
"2","backbone","8","4,126","8.325"
"2","background","10","43,848","10.688"
"2","backless","8","39","3.664"
"2","backlog","7","608","6.410"
"2","backpack","8","1,933","7.567"
"2","backseat","8","220","5.394"
"2","backtrack","9","279","5.631"
"2","backup","6","21,879","9.993"
"2","backwards","9","8,975","9.102"
"2","backwater","9","372","5.919"
"2","backyards","9","119","4.779"
"2","bacteriologist","14","17","2.833"
"2","bacterium","9","358","5.881"
"2","badly","5","11,077","9.313"
"2","bailment","8","0","0.000"
"2","bakery","6","544","6.299"
"2","bakes","5","72","4.277"
"2","baking","6","3,008","8.009"
"2","baklava","7","63","4.143"
"2","balances","8","1,250","7.131"
"2","balcony","7","1,083","6.987"
"2","baldness","8","329","5.796"
"2","balked","6","225","5.416"
"2","banded","6","436","6.078"
"2","bandits","7","1,998","7.600"
"2","bandmaster","10","17","2.833"
"2","bands","5","17,342","9.761"
"2","bane","4","957","6.864"
"2","bang","4","6,789","8.823"
"2","banged","6","579","6.361"
"2","bangs","5","826","6.717"
"2","banishes","8","25","3.219"
"2","banister","8","119","4.779"
"2","banked","6","295","5.687"
"2","banker","6","1,088","6.992"
"2","bankrupt","8","2,265","7.725"
"2","banned","6","7,274","8.892"
"2","banners","7","738","6.604"
"2","banquets","8","145","4.977"
"2","baptist's","9","20","2.996"
"2","barbarous","9","154","5.037"
"2","barbecue","8","534","6.280"
"2","barber","6","2,119","7.659"
"2","barbs","5","469","6.151"
"2","bare","4","8,494","9.047"
"2","barefooted","10","69","4.234"
"2","bargaining","10","1,458","7.285"
"2","barnacle","8","86","4.454"
"2","barometer","9","426","6.054"
"2","baron","5","2,933","7.984"
"2","barons","6","495","6.205"
"2","barrack","7","69","4.234"
"2","Barry","5","20,538","9.930"
"2","barter","6","789","6.671"
"2","baseboard","9","122","4.804"
"2","baseline","8","1,532","7.334"
"2","baseman","7","277","5.624"
"2","basements","9","216","5.375"
"2","basics","6","5,364","8.587"
"2","basing","6","1,404","7.247"
"2","basket","6","2,815","7.943"
"2","basketwork","10","13","2.565"
"2","basking","7","420","6.040"
"2","bathed","6","502","6.219"
"2","bathrooms","9","669","6.506"
"2","batten","6","170","5.136"
"2","batters","7","144","4.970"
"2","battleground","12","1,503","7.315"
"2","battlements","11","53","3.970"
"2","battleship","10","906","6.809"
"2","battling","8","839","6.732"
"2","bayed","5","1","0.000"
"2","bayonets","8","178","5.182"
"2","bazooka","7","495","6.205"
"2","beachcomber","11","38","3.638"
"2","beaching","8","37","3.611"
"2","bear's","6","411","6.019"
"2","bearable","8","335","5.814"
"2","bearded","7","819","6.708"
"2","beardless","9","44","3.784"
"2","beaten","6","6,726","8.814"
"2","Beatrice","8","679","6.521"
"2","beau","4","1,014","6.922"
"2","beauteous","9","45","3.807"
"2","beautifying","11","21","3.045"
"2","beauty's","8","149","5.004"
"2","beaver","6","1,727","7.454"
"2","bebop","5","266","5.583"
"2","becomes","7","29,891","10.305"
"2","becoming","8","19,871","9.897"
"2","bedded","6","86","4.454"
"2","bedfast","7","0","0.000"
"2","bedground","9","0","0.000"
"2","bedridden","9","82","4.407"
"2","bedside","7","555","6.319"
"2","bedsore","7","1","0.000"
"2","beefed","6","206","5.328"
"2","been","4","735,347","13.508"
"2","beep","4","2,303","7.742"
"2","beeps","5","1,160","7.056"
"2","beet","4","420","6.040"
"2","befell","6","107","4.673"
"2","before","6","344,936","12.751"
"2","began","5","40,481","10.609"
"2","beggar's","8","45","3.807"
"2","beginner's","10","889","6.790"
"2","begins","6","14,702","9.596"
"2","begotten","8","310","5.737"
"2","beguiling","9","65","4.174"
"2","behaving","8","1,294","7.165"
"2","beheld","6","167","5.118"
"2","beings","6","10,940","9.300"
"2","belated","7","275","5.617"
"2","belched","7","70","4.248"
"2","Belgians","8","182","5.204"
"2","believe","7","208,406","12.247"
"2","bell","4","24,815","10.119"
"2","bellboys","8","9","2.197"
"2","bellhops","8","10","2.303"
"2","belligerently","13","14","2.639"
"2","bellowed","8","126","4.836"
"2","belonged","8","2,000","7.601"
"2","belts","5","2,336","7.756"
"2","bemoans","7","22","3.091"
"2","bemuse","6","7","1.946"
"2","Ben","3","22,159","10.006"
"2","benched","7","107","4.673"
"2","benchmarks","10","3,736","8.226"
"2","bends","5","1,134","7.034"
"2","benefaction","11","9","2.197"
"2","benefactor","10","210","5.347"
"2","benefited","9","890","6.791"
"2","benevolent","10","1,121","7.022"
"2","Bengal","6","877","6.777"
"2","berate","6","205","5.323"
"2","Berkeley","8","11,934","9.387"
"2","Bern","4","765","6.640"
"2","Bernard","7","5,716","8.651"
"2","berserk","7","4,556","8.424"
"2","beseech","7","101","4.615"
"2","beside","6","6,896","8.839"
"2","besides","7","33,522","10.420"
"2","best","4","269,708","12.505"
"2","bestiality","10","686","6.531"
"2","betrays","7","268","5.591"
"2","betterment","10","420","6.040"
"2","Betty's","7","252","5.529"
"2","bevels","6","30","3.401"
"2","beverage","8","1,425","7.262"
"2","bewilderingly","13","7","1.946"
"2","bias","4","9,171","9.124"
"2","Bible","5","24,550","10.108"
"2","biblically","10","169","5.130"
"2","bibliographer","13","43","3.761"
"2","bibliographies","14","1,069","6.974"
"2","bibliography","12","5,133","8.543"
"2","bicep","5","155","5.043"
"2","bicycles","8","1,412","7.253"
"2","bidders","7","7,027","8.858"
"2","bidding","7","12,700","9.449"
"2","biennial","8","273","5.609"
"2","big","3","178,681","12.093"
"2","bigots","6","1,549","7.345"
"2","bikini","6","1,391","7.238"
"2","bikinis","7","261","5.565"
"2","bill","4","116,919","11.669"
"2","Bill's","6","1,822","7.508"
"2","billboard","9","1,112","7.014"
"2","billfold","8","46","3.829"
"2","billion","7","20,698","9.938"
"2","bimonthly","9","810","6.697"
"2","bin","3","15,831","9.670"
"2","binary","6","21,393","9.971"
"2","binding","7","8,424","9.039"
"2","binocular","9","277","5.624"
"2","binomial","8","170","5.136"
"2","biochemical","11","793","6.676"
"2","biographer","10","216","5.375"
"2","biologist","9","1,554","7.349"
"2","biotechnology","13","1,384","7.233"
"2","birch","5","1,373","7.225"
"2","bird","4","19,070","9.856"
"2","birdie","6","604","6.404"
"2","birdlike","8","19","2.944"
"2","birthcontrol","12","24","3.178"
"2","birthmark","9","88","4.477"
"2","biscuits","8","690","6.537"
"2","Bismarck","8","409","6.014"
"2","bistro","6","195","5.273"
"2","bit","3","159,206","11.978"
"2","biting","6","2,397","7.782"
"2","bitten","6","1,324","7.188"
"2","bitter","6","5,910","8.684"
"2","bitters","7","130","4.868"
"2","bivalve","7","7","1.946"
"2","black","5","160,756","11.988"
"2","black's","7","657","6.488"
"2","blacked","7","450","6.109"
"2","blackness","9","487","6.188"
"2","blamed","6","2,789","7.933"
"2","blameless","9","256","5.545"
"2","blankets","8","1,033","6.940"
"2","blanks","6","2,524","7.834"
"2","blaring","7","222","5.403"
"2","blast","5","18,943","9.849"
"2","blasting","8","1,844","7.520"
"2","blazed","6","167","5.118"
"2","bleak","5","723","6.583"
"2","bled","4","530","6.273"
"2","blended","7","860","6.757"
"2","blessing","8","6,964","8.849"
"2","blind","5","13,559","9.515"
"2","blinding","8","811","6.698"
"2","blindness","9","1,337","7.198"
"2","blinkers","8","70","4.248"
"2","blister","7","423","6.047"
"2","blithe","6","197","5.283"
"2","blitz","5","1,456","7.283"
"2","bloated","7","1,640","7.402"
"2","block","5","33,257","10.412"
"2","blockhead","9","68","4.220"
"2","blocky","6","308","5.730"
"2","blond","5","3,228","8.080"
"2","blonde's","8","270","5.598"
"2","blondes","7","1,089","6.993"
"2","bloodbath","9","198","5.288"
"2","blooded","7","403","5.999"
"2","bloodstain","10","13","2.565"
"2","bloodstock","10","19","2.944"
"2","bloodstream","11","552","6.314"
"2","bloodthirsty","12","294","5.684"
"2","bloomer","7","201","5.303"
"2","blooming","8","703","6.555"
"2","blooms","6","680","6.522"
"2","blossom","7","890","6.791"
"2","blossomed","9","179","5.187"
"2","blot","4","529","6.271"
"2","blotch","6","75","4.317"
"2","blotted","7","86","4.454"
"2","blouses","7","214","5.366"
"2","blow","4","16,920","9.736"
"2","blower","6","536","6.284"
"2","blowfly","7","11","2.398"
"2","blowing","7","4,788","8.474"
"2","blowtorch","9","120","4.787"
"2","blubber","7","140","4.942"
"2","bludgeon","8","211","5.352"
"2","blue","4","89,005","11.396"
"2","bluebell","8","39","3.664"
"2","bluebird","8","268","5.591"
"2","blunted","7","150","5.011"
"2","bluntness","9","49","3.892"
"2","blunts","6","67","4.205"
"2","blush","5","1,254","7.134"
"2","blushes","7","116","4.754"
"2","boar","4","414","6.026"
"2","boardinghouse","13","45","3.807"
"2","boardwalk","9","572","6.349"
"2","boat","4","15,857","9.671"
"2","boaters","7","352","5.864"
"2","boatload","8","106","4.663"
"2","boatloads","9","57","4.043"
"2","boatman","7","59","4.078"
"2","Bob's","5","2,102","7.651"
"2","bodes","5","122","4.804"
"2","bodies","6","14,302","9.568"
"2","bodybuilder","11","209","5.342"
"2","bodywork","8","245","5.501"
"2","bog","3","6,275","8.744"
"2","bogged","6","689","6.535"
"2","boilers","7","384","5.951"
"2","boils","5","1,551","7.347"
"2","boisterous","10","169","5.130"
"2","boldest","7","33","3.497"
"2","boldness","8","221","5.398"
"2","bolster","7","614","6.420"
"2","bolt","4","7,295","8.895"
"2","bombers","7","1,972","7.587"
"2","bombproof","9","35","3.555"
"2","bombsite","8","1","0.000"
"2","bonding","7","1,632","7.398"
"2","bondsman","8","16","2.773"
"2","bone","4","16,063","9.684"
"2","boneshaker","10","4","1.386"
"2","bonny","5","416","6.031"
"2","booboo","6","53","3.970"
"2","booby","5","515","6.244"
"2","bookbinder","10","34","3.526"
"2","bookbindery","11","0","0.000"
"2","bookie","6","130","4.868"
"2","bookish","7","61","4.111"
"2","bookkeeper","10","126","4.836"
"2","bookkeeping","11","514","6.242"
"2","booklists","9","33","3.497"
"2","bookshop","8","715","6.572"
"2","boom","4","4,284","8.363"
"2","boomed","6","157","5.056"
"2","boos","4","187","5.231"
"2","boosting","8","484","6.182"
"2","booths","6","821","6.711"
"2","booty","5","372","5.919"
"2","bored","5","7,024","8.857"
"2","boredom","7","1,487","7.305"
"2","boring","6","12,707","9.450"
"2","borough","7","446","6.100"
"2","bossman","7","29","3.367"
"2","Boston's","8","382","5.945"
"2","botanical","9","821","6.711"
"2","botanist","8","336","5.817"
"2","bothered","8","7,149","8.875"
"2","bothers","7","2,907","7.975"
"2","bothersome","10","441","6.089"
"2","bottleneck","10","1,037","6.944"
"2","bound","5","12,725","9.451"
"2","bounded","7","690","6.537"
"2","bounty","6","1,701","7.439"
"2","bourgeois","9","765","6.640"
"2","bout","4","5,608","8.632"
"2","bowing","6","674","6.513"
"2","bowls","5","1,100","7.003"
"2","bows","4","1,206","7.095"
"2","boxing","6","2,810","7.941"
"2","boy","3","42,823","10.665"
"2","boyfriend","9","4,682","8.451"
"2","boys","4","23,926","10.083"
"2","braces","6","845","6.739"
"2","bracing","7","331","5.802"
"2","bragged","7","258","5.553"
"2","braids","6","186","5.226"
"2","brain","5","54,113","10.899"
"2","brainstorm","10","642","6.465"
"2","brakes","6","4,661","8.447"
"2","brandishing","11","174","5.159"
"2","Brandon's","9","92","4.522"
"2","Brandywine","10","121","4.796"
"2","brassiere","9","136","4.913"
"2","bravado","7","263","5.572"
"2","bray","4","761","6.635"
"2","breach","6","2,604","7.865"
"2","breaded","7","40","3.689"
"2","break","5","47,766","10.774"
"2","breakaway","9","606","6.407"
"2","breaking","8","12,257","9.414"
"2","breakout","8","1,479","7.299"
"2","breast","6","7,545","8.929"
"2","breastfeed","10","386","5.956"
"2","breathalyse","11","0","0.000"
"2","breaths","7","593","6.385"
"2","breathy","7","89","4.489"
"2","bred","4","3,086","8.035"
"2","breeds","6","5,486","8.610"
"2","breezes","7","148","4.997"
"2","brethren","8","1,350","7.208"
"2","Breton","6","952","6.859"
"2","brew","4","2,988","8.002"
"2","brewery","7","1,470","7.293"
"2","briar","5","201","5.303"
"2","bribe","5","1,123","7.024"
"2","bribed","6","239","5.476"
"2","brickyard","9","116","4.754"
"2","bridal","6","1,075","6.980"
"2","bridesmaid","10","218","5.384"
"2","bridesmaids","11","416","6.031"
"2","bridge","6","19,356","9.871"
"2","briefs","6","1,284","7.158"
"2","brightens","9","58","4.060"
"2","brightest","9","1,023","6.930"
"2","brightness","10","2,061","7.631"
"2","brilliance","10","1,024","6.931"
"2","brimstone","9","1,970","7.586"
"2","brindle","7","773","6.650"
"2","brine","5","2,429","7.795"
"2","bring","5","56,510","10.942"
"2","bringing","8","13,171","9.486"
"2","brings","6","12,634","9.444"
"2","brisk","5","348","5.852"
"2","brisker","7","23","3.135"
"2","Britain","7","13,200","9.488"
"2","Britain's","9","918","6.822"
"2","brittle","7","737","6.603"
"2","broach","6","231","5.442"
"2","broadcastings","13","23","3.135"
"2","broadcasts","10","3,076","8.031"
"2","broadly","7","1,385","7.233"
"2","broadminded","11","73","4.290"
"2","broadsheet","10","42","3.738"
"2","broiled","7","175","5.165"
"2","broke","5","14,085","9.553"
"2","broken","6","25,599","10.150"
"2","brokers","7","2,320","7.749"
"2","bronchiole","10","1","0.000"
"2","brooch","6","66","4.190"
"2","Brooklyn","8","4,243","8.353"
"2","brothels","8","390","5.966"
"2","brother","7","23,702","10.073"
"2","brotherhood","11","1,335","7.197"
"2","brothers","8","18,042","9.800"
"2","browse","6","7,016","8.856"
"2","brushy","6","44","3.784"
"2","brutal","6","3,220","8.077"
"2","bubbled","7","143","4.963"
"2","bubbling","8","565","6.337"
"2","buckaroos","9","87","4.466"
"2","buckets","7","736","6.601"
"2","buckwheat","9","279","5.631"
"2","Buddha","6","2,540","7.840"
"2","Buddhism","8","2,983","8.001"
"2","Buddhists","9","1,144","7.042"
"2","buddy","5","8,318","9.026"
"2","budget","6","29,992","10.309"
"2","buffalo","7","8,343","9.029"
"2","buffet","6","1,209","7.098"
"2","buffs","5","859","6.756"
"2","bugaboo","7","66","4.190"
"2","bugger","6","1,148","7.046"
"2","buggers","7","527","6.267"
"2","building","8","48,370","10.787"
"2","builds","6","3,735","8.226"
"2","buildup","7","1,029","6.936"
"2","built","5","39,879","10.594"
"2","bulbs","5","2,127","7.662"
"2","Bulgarian","9","2,809","7.941"
"2","bulge","5","1,264","7.142"
"2","bulgy","5","11","2.398"
"2","bulked","6","25","3.219"
"2","bulkhead","8","344","5.841"
"2","bulky","5","890","6.791"
"2","bulletin","8","14,131","9.556"
"2","bullfighter","11","33","3.497"
"2","bullion","7","256","5.545"
"2","bullish","7","592","6.384"
"2","bumblebees","10","52","3.951"
"2","bump","4","2,682","7.894"
"2","bumpkin","7","73","4.290"
"2","bums","4","771","6.648"
"2","bundled","7","3,408","8.134"
"2","bunt","4","186","5.226"
"2","bunting","7","158","5.063"
"2","burdens","7","664","6.498"
"2","bureaucracy","11","2,182","7.688"
"2","burg","4","344","5.841"
"2","burgeoning","10","269","5.595"
"2","burger","6","2,438","7.799"
"2","Burma","5","2,017","7.609"
"2","burners","7","342","5.835"
"2","burnings","8","121","4.796"
"2","burr","4","942","6.848"
"2","burrow","6","258","5.553"
"2","burrs","5","133","4.890"
"2","buses","5","2,557","7.847"
"2","bushel","6","198","5.288"
"2","bushing","7","304","5.717"
"2","Bushman","7","83","4.419"
"2","bushwhack","9","4","1.386"
"2","bushwhacked","11","5","1.609"
"2","busier","6","256","5.545"
"2","busiest","7","321","5.771"
"2","business","8","156,876","11.963"
"2","businessmen","11","1,745","7.465"
"2","bustard","7","24","3.178"
"2","bustle","6","162","5.088"
"2","butch","5","1,568","7.358"
"2","butcher","7","1,840","7.518"
"2","butlers","7","39","3.664"
"2","butt","4","10,344","9.244"
"2","butted","6","241","5.485"
"2","butter","6","6,848","8.832"
"2","butterfly","9","1,798","7.494"
"2","butternut","9","92","4.522"
"2","button's","8","95","4.554"
"2","buttonholes","11","124","4.820"
"2","buttressed","10","58","4.060"
"2","butts","5","1,725","7.453"
"2","buyer","5","17,902","9.793"
"2","buyers","6","7,045","8.860"
"2","buzzard","7","137","4.920"
"2","buzzer","6","458","6.127"
"2","bygones","7","44","3.784"
"2","byproduct","9","376","5.930"
"2","byproducts","10","251","5.525"
"2","byway","5","12","2.485"
"2","cabana","6","124","4.820"
"2","cabbage","7","1,124","7.025"
"2","cabdriver","9","25","3.219"
"2","cabinets","8","1,229","7.114"
"2","cabled","6","153","5.030"
"2","cablegram","9","4","1.386"
"2","cables","6","9,147","9.121"
"2","caboodle","8","13","2.565"
"2","cabs","4","577","6.358"
"2","cacophonous","11","79","4.369"
"2","cad","3","8,110","9.001"
"2","cadaverous","10","16","2.773"
"2","caddy","5","657","6.488"
"2","Cadillac","8","960","6.867"
"2","Cadillacs","9","225","5.416"
"2","cage","4","8,498","9.048"
"2","caged","5","293","5.680"
"2","cagey","5","76","4.331"
"2","Cairo","5","5,467","8.606"
"2","cakes","5","1,339","7.200"
"2","calcify","7","3","1.099"
"2","calculated","10","4,422","8.394"
"2","calculation","11","3,913","8.272"
"2","calculator","10","3,880","8.264"
"2","calculators","11","1,030","6.937"
"2","calibrating","11","223","5.407"
"2","California's","12","883","6.783"
"2","caliper","7","280","5.635"
"2","calipers","8","322","5.775"
"2","caller","6","4,764","8.469"
"2","calligraphy","11","171","5.142"
"2","callisthenic","12","0","0.000"
"2","calloused","9","70","4.248"
"2","callow","6","135","4.905"
"2","calming","7","508","6.230"
"2","caloric","7","313","5.746"
"2","calorie","7","455","6.120"
"2","calorimeter","11","106","4.663"
"2","camaraderie","11","199","5.293"
"2","Cambodia's","10","138","4.927"
"2","Cambodian","9","776","6.654"
"2","came","4","115,002","11.653"
"2","camel","5","3,375","8.124"
